Data_Hora,idTweet,Tweet,Candidato
2022-07-30 23:15:57+00:00,1553519797366935564,@Filosofiaprofan @LuisGomeslg1 @cynaramenezes Seguindo a sua lógica posso dizer que Ciro é culpado com aquela busca da Polícia Federal na casa dele.,Ciro
2022-07-30 23:15:48+00:00,1553519759119065088,@CarlosLinhare @CiraoCarioca Ciro Gomes é a melhor opção para o Brasil,Ciro
2022-07-30 23:15:43+00:00,1553519738701201411,@luquises Ai você vai ver e a pessoa vota no Ciro https://t.co/4c7xK0ZxRn,Ciro
2022-07-30 23:15:38+00:00,1553519717637406722,@wani97xx Votar em Ciro e agora no Bozo...tenso hein???,Ciro
2022-07-30 23:15:36+00:00,1553519708380479488,"@CentralEleicoes Central cirista, olha ai como estava lotado o salão.
20 mil cearenses.
A repercussão da central foi muito tímida.
Repercussão do lançamento da candidatura do candidato apoiado pelo Ciro foi mas barulhenta na central.
Depois não reclama se a chamarem de ""central cirista"". https://t.co/KvAhQ6LmE6",Ciro
2022-07-30 23:15:26+00:00,1553519668199129090,"@flferronato Ferronato, é verdade que o Ciro Nogueira, disse: "" LULA terá de negociar se for eleito"". Ué, o Ciro já acredita na vitória do Molusco. O Ciro é traidor? É melhor Jair Lubrificando.",Ciro
2022-07-30 23:15:12+00:00,1553519607792771072,@AnaKurama12 Esse papo deles é besta demais. Se eu quisesse que o Loola vencesse no primeiro ou segundo turno votaria nele e não no Ciro. Acontece que eu quero o CIRO GOMES presidente!!! #CiroPresidente,Ciro
2022-07-30 23:15:01+00:00,1553519564763414528,"Nossa ÚNICA VIA.
CIRO GOMES 12. https://t.co/NxYaNuEl0Q",Ciro
2022-07-30 23:15:01+00:00,1553519564503523328,"@gustavocanalhao Terra do Ciro entre aspas pq aquilo lá nem nordestino é.
Nascido em Pindamonhangaba não é nordestino. 
🥀",Ciro
2022-07-30 23:15:01+00:00,1553519563551146001,"‘Ciro no segundo turno só como mesário’, diz Renan Calheiros. https://t.co/L2WbO0jpGP",Ciro
